sentiment,time,tweet
Negative,Wed Jun 17 12:16:37 PDT 2009,At the pool and just realized that the new book I got at the library today is one that I've already read. 
Negative,Tue Jun 16 06:44:07 PDT 2009,Lost my favourite red ticking pen 
Negative,Mon Jun 01 18:13:35 PDT 2009,I napped (on accident) and missed my no food after 5 deadline. Today calls for an extension. I'm hungry 
Negative,Fri Jun 19 16:31:49 PDT 2009,@djstephfloss you're no fun on fridays 
Positive,Mon Apr 20 02:58:32 PDT 2009,@koroshiya Congratulations! 
Positive,Sun May 31 23:05:19 PDT 2009,why do I have to clean my mom's mess? 
Negative,Mon Jun 15 21:57:57 PDT 2009,without all this shit. I'm so sad that you think it will make you more lovable 
Positive,Wed Jun 03 04:03:45 PDT 2009,Hey people should check out http://tinyurl.com/ol2kct some exciting things happening here! 
Positive,Sat May 30 22:05:36 PDT 2009,FINALLY in the single digits!! my goddd I cannot WAIT! 9 MORE DAYS!!!   
Negative,Tue Jun 02 11:55:45 PDT 2009,Boredddddddddddddddddddddddddddddddddddddddddddddd out me mind! And still have sunburnt ass 
Positive,Mon May 04 05:18:57 PDT 2009,-g'mornin' Twitterville  took the day off from Tweet'n yesterday &amp; I'm &quot;jonesing&quot; to get back into it today 
Negative,Mon Jun 15 06:16:19 PDT 2009,trying to type and work with a very sore right shoulder 
Negative,Thu Jun 25 09:08:04 PDT 2009,Missed My flight 
Negative,Sat May 02 07:57:48 PDT 2009,"@efusjononline It's a great tool, but there are only allowing 2000 per person now "
Positive,Fri May 29 09:02:32 PDT 2009,"@robmcallen that one was to funny , huh? "
Negative,Fri May 29 10:09:37 PDT 2009,Ugh. Going to skool 
Positive,Fri May 29 10:59:10 PDT 2009,@DistortionDan Was that supposed to be a reply to me? Haha. You ended up telling me not to.  She understood and said she'd keep my number.
Positive,Fri May 22 04:23:46 PDT 2009,thinking of a life as a star 
Positive,Fri May 29 14:12:12 PDT 2009,"bike riding was fun, at home just hanging out, who knows whats in store for later. Something hopefully. "
Positive,Sat May 30 14:37:24 PDT 2009,Going home 
Positive,Mon Jun 15 09:40:13 PDT 2009,"Yep, pressed coffee is wonderful. Almost like hot chocolate, only it's coffee "
Negative,Mon Apr 20 22:52:48 PDT 2009,"@banditray great movie, huh?  made me cry "
Negative,Fri Jun 19 02:15:22 PDT 2009,is going to attempt to sleep... again. tonight is NOT my night 
Negative,Sat May 30 11:08:37 PDT 2009,Im passing through hilton head!  aw. Good times. Good times. GJK+KWR
Negative,Wed Jun 17 06:28:59 PDT 2009,so nervous...and hungry. getting my wisdom teeth pulled today so i cant eat anything  this blows
Positive,Sun May 31 15:43:36 PDT 2009,Is in a foreign land called queens 
Positive,Sat Jun 06 02:53:46 PDT 2009,"@ewanmcintosh thanks for the support mate, @p4u7a and I are excited, but, Logistically...well - let's see what the Olympics/Arts C reckon "
Positive,Sun May 31 23:05:50 PDT 2009,browsing zend framework quickstart guide 
Positive,Fri Jun 05 19:46:27 PDT 2009,@craterburnsyou Loving the new pic. 
Positive,Sat May 30 15:36:00 PDT 2009,WORK here i come! 
Negative,Mon Jun 22 19:39:27 PDT 2009,Missing hockey. Rory has ball at the same time and no sitter 
Negative,Fri Jun 19 18:09:41 PDT 2009,finished watching boys n tha hood. I hate the ending 
Positive,Sun May 31 23:55:38 PDT 2009,@submono That is probably because you didn't switch off Safe Search 
Negative,Sun May 17 23:18:20 PDT 2009,@jeffmincey yeah.... I kept thinking today was Saturday   At least it's three days next weekend.
Negative,Thu May 28 23:49:09 PDT 2009,gnite  Fukn Nite * wanted sum {pinga} but couldn't get any  
Positive,Mon Jun 01 07:12:36 PDT 2009,"fading to red, thanks @luacs "
Positive,Fri May 29 08:07:59 PDT 2009,Finally on my way! Cleveland awaits! 
Negative,Sun Jun 07 12:30:16 PDT 2009,Stopped by @nextcoffee for their delicious turkey wrap but they're all out of turkey  off to Subway...
Positive,Fri May 29 08:17:50 PDT 2009,today is the combo name game....smelly+funny=smunny 
Negative,Sun Jun 07 08:26:07 PDT 2009,@ahsirt I meant to watch that this morning and completely forgot 
Negative,Sat May 02 02:20:27 PDT 2009,"Just walked my cousin to stage school, my toe is killing me for some reason "
Positive,Fri May 29 13:05:49 PDT 2009,@vanessacaterina *stomps fist on table* make one make one! I love your videos. 
Negative,Mon May 18 07:57:05 PDT 2009,"@irisheyes I don't know about that myself. If we do have soulmates, sadly, I think many of us never find them... "
Positive,Sun May 31 00:24:09 PDT 2009,"safely made the late night drive home from Charleston, for anyone who cares "
Negative,Fri Jun 19 02:04:24 PDT 2009,For an age I've heard designers moan on Twitter about Photoshop constantly crashing. Now I feel their pain. Bastard has lost all my work 
Negative,Mon Jun 22 19:10:18 PDT 2009,"Left my flat iron on all day  The really nice flat iron. Let's hope that the wires didn't fry- if they did, it has a warranty, right?"
Negative,Thu Jun 18 16:09:04 PDT 2009,Just came back from Meridien! I'm sick 
Positive,Sat May 30 13:53:10 PDT 2009,off to church in a few. 
Positive,Sat Jun 06 06:19:32 PDT 2009,@jimmycarr http://twitpic.com/6qo7x - miserable.....I want the sun back now please!! 
Negative,Sat May 30 08:29:01 PDT 2009,@jennypoynter I know  Crap!
Positive,Mon Apr 20 06:29:25 PDT 2009,Wanna check out Coldplay play Wembley Stadium? Enter online right now through the Inside Edge at edge.ca! GOOD LUCK 
Negative,Sat Apr 18 22:12:32 PDT 2009,Good morning. I have to go out to the coldness....  It's -4.... unbelievable! As soon as I graduate I'm going back to the south.
Negative,Sat May 02 12:18:24 PDT 2009,wish there was a type of rosemary that would survive alberta winters ... last years didn't make it I&quot;m afraid 
Positive,Sat May 30 09:57:32 PDT 2009,@LeslieSanchez http://twitpic.com/69esj - Sean Hannity here!  &lt;---- why the smiley face? ugh he is such an asshat
Positive,Sat May 30 12:46:57 PDT 2009,prom today 
Positive,Tue May 26 23:19:43 PDT 2009,@maadonna 'course. Now where are those single malts? 
Negative,Fri May 29 17:02:26 PDT 2009,only 1 person online on MSN. I feel lonely 
Positive,Tue Jun 02 03:03:31 PDT 2009,"@recrotka Ah, ok.. nu ben ik weer helemaal up-to-speed  Well, yeah, you know it's just like a my opinion man.... "
Negative,Wed Jun 17 19:14:15 PDT 2009,my blackberrys trackball broke  i should get a new one tomorrow though
Positive,Mon Jun 15 16:24:56 PDT 2009,@KevinHart4real  &quot;Blame it on the a-a-a-alcohol&quot; 
Positive,Sun May 31 10:23:51 PDT 2009,I had  a wonderful day yesterday spent with my love. 1 year and 1 day!  i love you baby many more to come 
Positive,Mon May 18 00:16:54 PDT 2009,@JenLedbury Duh!!! Comedy Friday? You know you want to.  &lt;3
Negative,Sat Jun 20 11:44:50 PDT 2009,Shopping with no money is not fun. 
Negative,Tue Apr 07 03:08:47 PDT 2009,http://twitpic.com/2y8lt - I feel so bad for the band right now 
Negative,Sun Jun 21 07:42:45 PDT 2009,my A. Jolie is upset with me 
Negative,Fri Jun 19 00:12:56 PDT 2009,my tummy hurts 
Negative,Wed Jun 17 06:08:26 PDT 2009,I WISH I WOULDNT GET SO DRUNK  LOL FUNNY THO 
Negative,Fri May 01 21:04:16 PDT 2009,@DonnieWahlberg ; How about the pics...will they count?? 
Positive,Fri May 29 16:25:20 PDT 2009,excited for The High tonight  
Positive,Sat May 02 00:01:37 PDT 2009,All the other people i dated were walmart. You are D&amp;G. 
Negative,Tue Jun 02 04:41:37 PDT 2009,http://twitpic.com/6gj95 - I got my Red Faction Guerrilla pre-order bonus today! It's pretty sweet. No game though 
Positive,Sun May 31 04:16:49 PDT 2009,"@happylovesChuck My &quot;new&quot; list is the one of chucktv.net, w/c included you.  The list in my reply was of my current #Chuck gang "
Negative,Sat Jun 20 07:26:19 PDT 2009,REALLY don't want to go to Dagenham tomorrow 
Negative,Mon Jun 01 16:29:02 PDT 2009,Going to the last class of hip hop this year  gonna miss dancing so maybe i'll take some classes in the summer lol
Positive,Thu Jun 04 09:27:41 PDT 2009,@BenJoBubble LOL!  oh that takes me back to high school...i mean elementary cause im so young 
Positive,Sun May 10 05:27:57 PDT 2009,@KiahxKitty fuckin fuck yea sexy as shit pig tails pwn 
Positive,Tue Jun 16 06:32:32 PDT 2009,@waynemetcalfe heyy 
Positive,Sat Apr 18 21:12:23 PDT 2009,hi Susan. how have you been? 
Positive,Sat Jun 06 13:57:23 PDT 2009,@bonsoirdollface Go go Five Below 
Positive,Sun May 31 06:23:52 PDT 2009,@FollowMe_RnBE Thanks man! Down here their like grits and eggs. Something you have to have at least once a day. 
Negative,Tue Jun 16 12:15:39 PDT 2009,In ocean city till Friday for AVP! Then of to NYC for another. Won't be home till monday  I miss it!!!!
Negative,Mon Jun 15 08:34:16 PDT 2009,Shitty school day  
Negative,Tue Apr 07 01:11:29 PDT 2009,at work and tired. doing reports... fun! no not really 
Positive,Fri Apr 17 22:22:32 PDT 2009,"@NicLinkletter oh wow, it looks sweet.  check it out!"
Positive,Sun May 31 03:29:57 PDT 2009,@becksbissell That's exactly what I am going to do! 
Positive,Mon Jun 15 21:11:31 PDT 2009,I just sent out my email to the Wait Listed students - no more adds for the Summer.  I'm trying to save a few students for the Spring  
Negative,Mon May 18 04:56:41 PDT 2009,bout to head off to the gym and meet with my personal trainer. wanted to sleep in soooooo bad... 
Negative,Sat Jun 20 07:43:05 PDT 2009,http://twitpic.com/7whm0 - starting to rain 
Positive,Fri May 29 17:23:12 PDT 2009,@Thundercat57 Only in LA my friend.... 
Negative,Fri Jun 05 19:09:39 PDT 2009,Heading to AndyPoolHall to see @modernmod. Cab is stinky 
Positive,Tue Jun 16 07:53:57 PDT 2009,puuuuuuuuhhhhhhhh.. -.- Miry and Sheeny are going to new york..  *träum*
Negative,Fri May 29 16:56:39 PDT 2009,Woa NOBODY is inside the movie theater... Its termenator ppl shud be in here... Scary 
Negative,Sat Jun 06 08:20:02 PDT 2009,"@AuCourant_Amour OMG no. So sorry. That happened to me before, lost all my wedding pictures   I'm ok been waking up loads"
Positive,Sat Jun 06 02:19:26 PDT 2009,I decided to wear a jacket to feel warmer.. LOL 
Negative,Sun May 17 01:05:08 PDT 2009,Dinner soon. My eyes are really sore 
Positive,Sun Jun 07 06:43:10 PDT 2009,Running  5K today... Wish me luck! 
Positive,Sat May 30 00:47:01 PDT 2009,I have to peeee and I should be sleeping. 
Negative,Sat May 30 09:08:47 PDT 2009,Worrying about @peterpan_  Wish he was at home instead 
Negative,Sat Jun 06 02:07:59 PDT 2009,@mikocarson yeah he has to 
Positive,Mon May 04 02:42:47 PDT 2009,@stevencohmer -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe
Negative,Mon May 18 03:35:55 PDT 2009,@joweyroden  Missing out on the good times. Maybe I will twitter later on my own at uni and it'll be awesome and you will be jealous.
Negative,Sun May 31 17:24:34 PDT 2009,Ugh ! Im so tired and do not want to do homework ! 
Negative,Tue Apr 07 01:16:28 PDT 2009,ugh hate haviinq dis sleepiinq problemsz 
Positive,Sat Jun 06 16:59:27 PDT 2009,"@fefa_durangoo Oh... O.o fefosaaaa &lt;3 All right, now i'm folliwing you "
Negative,Fri May 22 07:50:08 PDT 2009,and when i said no internets till thurs...i ment next thurs 
Positive,Fri Jun 05 22:00:25 PDT 2009,"@canadiancollect This is the only time I have to myself. Daughter went to bed about 2 hrs ago, hubby playing xbox and I'm surfing/reading "
Positive,Sun May 17 01:10:24 PDT 2009,@jazzyerthanyou young? shes my friend 
Negative,Mon Jun 22 14:07:08 PDT 2009,Can't get football manager 2009 to work on his laptop  Sad panda...
Positive,Tue Jun 02 23:07:39 PDT 2009,"went rock climbing! only went up like, 10 metres. so scary but i think i might of overcome my fear of heights "
Positive,Sun Jun 07 12:24:04 PDT 2009,What a pleasant gloomy day. 
Positive,Sat Jun 06 06:12:58 PDT 2009,@mekentosj alcatraz is a rock but not old - NL is old but not a rock...hmm better prepare my stuff for a flight 
Negative,Thu May 28 22:10:29 PDT 2009,@selenagomez What're you shooting? 
Positive,Tue Jun 02 23:55:29 PDT 2009,Can I just say that I love @ClutchMagazine?  It picked up where Suede Mag left off... and I loved Suede.  Kudos to Clutch. 
Negative,Mon May 18 05:43:28 PDT 2009,My throat hurts.. 
Negative,Wed Jun 17 10:16:20 PDT 2009,I hope today goes by fast...really dont feel like going into work. Its SO hot here! 
Negative,Sat May 09 19:26:13 PDT 2009,@kellytpj stuck at home with busted carS..  party like it's 1999!
Negative,Mon Jun 01 09:49:55 PDT 2009,"Now I realized how much people expect from me,its too much.. "
Negative,Thu Jun 25 02:52:10 PDT 2009,"No wi-fi.  Alas, I board in ten minutes anyways."
Negative,Tue Jun 23 10:40:47 PDT 2009,third time having hiccups today 
Positive,Sat May 30 05:16:21 PDT 2009,"Baby sitting my cousins: mouse trap, Lego, colouring in, drawing, wii ; so much fun!! "
Positive,Thu May 28 21:14:20 PDT 2009,What is Design? have a look on this http://tinyurl.com/pnd9jr ... my fav is &quot;Design is destiny in...&quot; I agree... cool  
Positive,Sat Jun 06 02:16:02 PDT 2009,@MelFresh27 and you didn't share? How dare you!! 
Negative,Mon Jun 15 04:21:59 PDT 2009,I am a giant sleepyhead this morning. I want more sleep 
Positive,Mon May 11 23:18:37 PDT 2009,@LaurenConrad  Lindsay H. Frucci- creator of &quot;No Pudge Brownies&quot; 
Negative,Mon Jun 01 17:59:54 PDT 2009,my new pipe looks like anal beads. 
Positive,Sat May 30 06:02:48 PDT 2009,@selenagomez HI! today its my birthday please say happy b!!! 
Positive,Thu May 28 23:51:24 PDT 2009,@makavellirayne lights kills the rain mood... maybe some candles 
Positive,Mon Jun 01 07:44:33 PDT 2009,Microsoft conference - t minus 3 hours! 
Negative,Fri Jun 19 09:32:07 PDT 2009,Long day is looooooooooong.  
Positive,Tue Jun 02 03:33:39 PDT 2009,@cindydoire cindy  im in Canada. be in MTL in the next few weeks. hope to share some smiles with ya! 
Positive,Sun Jun 07 20:47:48 PDT 2009,@simplowdfan See you tomorrow! Sweet dreams! Hugs 
Negative,Mon Jun 01 19:46:09 PDT 2009,@iamstesha Thank you for the retweet. I was looking for your email yesterday.  I didn't see it. How are you doing tonight?
Positive,Sun May 31 13:04:30 PDT 2009,@alwaysloveu_Ci Sounds pretty good 
Positive,Mon Jun 15 17:39:35 PDT 2009,Is anyone else super proud of Twitter for rescheduling the downtime to a later time so the Iranian ppl can still communicate?  #twitterwin
Negative,Fri May 29 18:12:06 PDT 2009,Just noticed the volume rocker on my iPhone is gone. I had it before I left work. That asphalt drop fuched my phone harder than I thought 
Negative,Fri Jun 05 11:24:57 PDT 2009,"If Nina were to ever dump me, I'd have a hell of a time working on my revenge bikini body. "
Negative,Mon Jun 01 14:40:40 PDT 2009,@surveyspot   Why did you guys stop sending me invites for surveys?
Positive,Sun May 31 00:29:44 PDT 2009,Fun night  and just watched Taken. Excellent movie
Negative,Thu Jun 18 13:17:26 PDT 2009,@djelement show off  lol jk
Positive,Tue Jun 16 06:56:37 PDT 2009,@realestatechick same house...different homes.. 
Negative,Sun May 31 11:05:01 PDT 2009,"@noreenjuliano Noreeen reply to me on here or ms, miss talking to you  xox"
Positive,Wed Jun 03 03:36:47 PDT 2009,@michaelsheen Did see anyone who looked like they were working for Torchwood at Green Park Station?? Congrats on the whole Palace thing! 
Negative,Sat May 30 22:38:08 PDT 2009,@tangeledup @theguyjb  from me too.
Positive,Sat Apr 18 10:01:10 PDT 2009,"@BylliCrayone yep, i do "
Negative,Sat Jun 06 08:30:08 PDT 2009,"@nursedoublek i did that,but i what the songs on my Ipod and i can't find them on the net "
Negative,Thu Jun 18 08:28:38 PDT 2009,have to go to court today. 
Positive,Sun May 03 02:56:39 PDT 2009,@tytryone good  u still missin yr daughter? when are u gonna get to see her? soon I hope
Positive,Sun May 10 00:47:07 PDT 2009,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win "
Negative,Sat May 16 20:28:25 PDT 2009,@jervae I agree with you on the soulja boy comment. But that's where the music is headed. I feel sorry for the kids who listen to this? 
Positive,Tue Jun 16 03:24:53 PDT 2009,@pandji greetings for them tooo ^^ hv a great sunset then 
Positive,Sat Jun 06 20:04:37 PDT 2009,Just got home. Guess what's on....?! Dirty Dancing !! Ahh. My movie 
Negative,Sun May 31 13:34:30 PDT 2009,@alina_wang I know ! I reeeeeally wanted to go 
Positive,Tue Apr 07 07:40:04 PDT 2009,is in the Dallas airport by herself for two hours until my group gets here....let the games begin 
Negative,Thu Jun 18 21:34:07 PDT 2009,@Taddonio  I feel so left out lately...i miss hanging out with you guys.
Negative,Fri Jun 19 04:45:17 PDT 2009,Sam: I need to get some plastic boots (wellies) that actually fit me. No chance of buying real military jungle boots here.   any ideas?
Negative,Mon Apr 20 04:43:46 PDT 2009,This morning I woke up from a dream where my little brother and I were cornered by an assassin. I couldn't find anything to kill him with 
Negative,Mon May 04 00:56:33 PDT 2009,"Aw, he's gone.  but he'll be back for me in the morning...can life get any better? &lt;3"
Negative,Sun May 03 01:04:22 PDT 2009,is sick but can't be bothered to call in sick to work  
Positive,Sat May 30 11:54:30 PDT 2009,"Doi' laundry, then meeting the folks to see the wedding place, then off to the OC for Andrews play. Full Day, but nice. "
Negative,Thu Jun 25 09:59:44 PDT 2009,@whatswhat_sian so sad ... 
Positive,Sun May 10 04:08:05 PDT 2009,Pretty soon leaving church to go downtown and eat with some LOU students 
Positive,Fri May 29 22:38:12 PDT 2009,Recording My First Song  Hopefully Its A Step Into Singing. x
Positive,Tue Apr 07 06:24:38 PDT 2009,"@laurene planning to do that, too.  while in transit anyway "
Negative,Sat May 30 18:56:35 PDT 2009,My Destroy Twitter is playing up 
Positive,Sat May 30 09:47:39 PDT 2009,"@sonu27 oh, you know I think it's cause I deleted one mugshot... "
Negative,Sun Jun 21 02:52:07 PDT 2009,ppl .. I'm Searching for a book ykoon wayed interesting w Fun .. Any Ideas  ?
Negative,Sat Apr 18 20:54:49 PDT 2009,"Whoaa kid, slow yourself. dramadramadrama... "
Positive,Sat May 02 04:16:35 PDT 2009,"@diwwona hey i could give you my study to do, im sure that would send you off to sleep LOL "
Negative,Mon May 04 06:19:08 PDT 2009,"Ugh sitting at progressive, wrecks are so inconvenient! "
Positive,Wed Jun 03 08:47:08 PDT 2009,"@nwchptr4me @rosecharm AZM? LOL...um, do you mean &quot;at zhe moment?&quot; Idk a lot of abbreviations. Rose flatters me, lol! "
Negative,Sun Jun 07 19:16:28 PDT 2009,@YoungQ I missed a pretty big chunk of it b/c my grandfather called.... So I dunno what I missed... Sorry man 
Negative,Thu Jun 04 09:46:31 PDT 2009,"Twitter, stop taking my background away! Not okay "
Positive,Sat Jun 06 22:25:26 PDT 2009,@JennysMyName lmao  i didnt even know what i was saying. lmao.
Negative,Thu Jun 25 04:34:46 PDT 2009,@bangbanglou: Any news about you BS??? 
Negative,Fri Jun 05 13:29:39 PDT 2009,@russellcarlsen because I love jessica alba? got me. 
Negative,Tue Jun 02 15:25:39 PDT 2009,Jules just had a bad dream and has woke up quickely  http://apps.facebook.com/dogbook/profile/view/6822451
Positive,Tue Jun 16 02:52:39 PDT 2009,@mister_peterman The feeling is mutual. 
Positive,Sun May 03 20:21:29 PDT 2009,"@Shaaaayna you can did it, I have faith "
Positive,Sat May 30 21:47:34 PDT 2009,"@YoungQ i have a ? 4 ya have u worked w/ the guys before? and if not, what convinced you 2 go on tour w/ them? since they &quot;kidnapped&quot; u  "
Positive,Sun May 17 01:35:52 PDT 2009,"morning fellow twitters, happy sunday  think i might go walking today, possibly with a detour to the sweet shop!"
Negative,Mon Jun 01 08:29:58 PDT 2009,Just did Chemistry.. not fun 
Negative,Sat Jun 20 08:50:44 PDT 2009,"i'm outta tha shower, but i can't be botherd getting ready. the shower made me more tired. baah "
Negative,Fri Jun 19 12:17:26 PDT 2009,@IzzyLightning No fair! I want to tease him. 
Positive,Tue Jun 16 02:50:51 PDT 2009,study hard.work hard for the best result 
Positive,Fri May 29 17:30:57 PDT 2009,It's MEGA swag bucks day! Win up to 100-- enough for an amazon gift card! I save for Amazon cards! http://swagbucks.com/refer/womenwhowin 
Positive,Fri May 29 19:18:16 PDT 2009,Metallica blastin at Juan's Mexican kitchen! 
Negative,Tue Jun 16 09:47:02 PDT 2009,@starsburn Some triggers combined and apparently sent my spinning out of control 
Positive,Sun Apr 19 06:54:50 PDT 2009,@Teach77 I can't right now- 'wee ones' are up and roaming around- maybe tonight! 
Negative,Thu Jun 18 17:02:27 PDT 2009,Can't wait for a holiday. I think Kit needs a hug  
Negative,Wed Jun 03 07:11:44 PDT 2009,New iPod just arrived! Crap i miss my old one 
Positive,Mon Jun 15 09:32:14 PDT 2009,@gt_p thanks you are a star! 
Positive,Mon Jun 01 14:52:17 PDT 2009,spending a week in San Fransisco this summer. 
Negative,Sun May 31 05:20:26 PDT 2009,Hungry and all I have is pasta 
Negative,Thu May 14 07:02:50 PDT 2009,"oh,the pain!  I was the biggest Gokey fan ever!  Well, he still has my vote (and my heart).  Such a fantastic example to men everywhere!  "
Negative,Sat Apr 18 15:04:12 PDT 2009,"worked  a 12er going back in for some more, just glad to be getting the work, it only lasts a few more weeks "
Negative,Mon Jun 15 06:08:16 PDT 2009,"@ajibahajibah awu wa, dont hate me "
Positive,Sun Jun 07 15:37:48 PDT 2009,going to sleep ! i'm very tired . goodnight for all  . kisses
Negative,Fri Jun 05 22:03:13 PDT 2009,My iPhone case just went foe a rode in the waahin machine 
Negative,Sun Jun 07 07:51:13 PDT 2009,ON MY WAY 2 CHURCH... IM SO TIRED.... WOW IM GETTING OLD.... I CAN FEEL THE BACK PAINS ALREADY! 
Negative,Mon Jun 15 12:24:25 PDT 2009,gonna miss my brother. fuck 
Positive,Sun May 31 23:47:43 PDT 2009,"My fiancé is insisting on a tradnl wedding &amp; naturally I chose the most expensive dress in the boutique- 10k. If I must suffer, he will 2 "
Positive,Sun May 31 12:34:27 PDT 2009,@jacksonripper Send me an email: djdebutante@djdebutante.com. I'm new to producing and all this software talk is kinda confusing. 
Positive,Mon May 04 05:18:32 PDT 2009,Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee
Negative,Sun May 31 11:15:27 PDT 2009,@selenagomez  Selly i`m begging you. please replay to me. you`ll make my day . please please   i love you sooooooo much!!!!!!!!!!
Positive,Mon Jun 01 17:35:57 PDT 2009,@queenoftheclick it is a bummer-but you will find that right house for you! Believe that!!! 
Negative,Thu May 14 01:49:12 PDT 2009,"Is getting redi for work, Please can someone help me, I dont know how to use Twitter "
Positive,Tue Jun 02 21:38:52 PDT 2009,Ha I'm a webinar party animal 
Positive,Sun Jun 07 18:17:54 PDT 2009,@solangeknowles jeeze how mny tyms does he need to ask u do u no beyonce. Why wud u do dat? I wud ave killed him if dat wer me LOL 
Positive,Fri May 22 07:44:07 PDT 2009,@mel_akemi you ming. you shoulda said! thanks 
Positive,Mon Jun 01 09:25:38 PDT 2009,@the_croft lovely and sunny here - bit of a sea breeze tho   Enjoy your sorbet!
Negative,Fri Jun 19 07:42:25 PDT 2009,@tjsantana yea thts how I'm feeling right now! I hasn't been my friend this week at alll! 
Positive,Sun May 31 02:52:11 PDT 2009,Hey guys!  vote for ate alec for ms. twitter world. lol hahaha! 
Negative,Sat Jun 20 16:35:12 PDT 2009,I had a great day and I really dont feel like stocking chips 
Positive,Tue Jun 02 00:12:33 PDT 2009,@corycoolcarlson Miss ya too even though you're still terrible at @ replies 
Positive,Mon Jun 15 11:07:59 PDT 2009,@katherinemarsh well it was at work.. nyea nyea nyea 
Negative,Sun May 17 03:13:50 PDT 2009,@gfalcone601 hiya is it raining by you ? its really bad by us  i hate rain  x x
Positive,Thu May 28 21:16:20 PDT 2009,@kellymccausey that's a beautiful new look for sure 
Negative,Sun May 31 13:08:39 PDT 2009,"Just left the movies and I was cryin , I hate these movies that make u think about urself !!! "
Negative,Thu Jun 18 19:46:35 PDT 2009,Hmmm.going home to shower n nap before work.. 
Negative,Sat Jun 20 11:00:12 PDT 2009,"Chesss, me corrige el profe, es LVM con RAID "
Negative,Sun May 31 08:20:25 PDT 2009,needs to make money fast. but how ? 
Negative,Mon Jun 15 11:42:13 PDT 2009,Proper thundering today at one point it sounded like a bomb had gone off 
Positive,Tue Jun 02 01:58:59 PDT 2009,@misty I may just sit in the garden all day &amp; watch the birds in the trees  xxxx
Negative,Thu Jun 18 14:00:28 PDT 2009,@hexenwulf    I hope manage more'n a couple hours
Positive,Sun May 10 05:07:52 PDT 2009,@tvtongeren Welcome to the club of 30somethings  to which I unfortunately don't belong any more ... 
Negative,Sun Jun 21 04:02:04 PDT 2009,promised she would go into central today and meet up with her drummer. Stupid central with their stupid tubes being closed 
Negative,Wed Jun 17 17:56:54 PDT 2009,@KhloeKardashian that's so cool  hahah-i could be there in a heartbeat except for the fact that i'm not 20 or whatever &amp; am not there 
Negative,Thu Jun 18 15:59:12 PDT 2009,worried about my dog she is such a trooper she has 10 staples in her foot 
Negative,Sun May 17 21:40:51 PDT 2009,My twitterberry is on the fritz.  I missed tweeting.
Negative,Sat May 30 11:07:59 PDT 2009,circles &amp; triangles 
Negative,Fri May 29 16:56:50 PDT 2009,Boyfriend is out with friends tonight. Don't know what to do with my evening 
Positive,Sat May 30 22:59:32 PDT 2009,"At the Ventura Harbor Comedy Club. Love this place  Next up, Comedy Store for BKO with @Beatnikgurl, @CarrieMuniak and @EarlSkakel. Join?"
Negative,Mon Jun 01 21:18:02 PDT 2009,@JonathanRKnight OK last shows....Jon 
Positive,Fri May 22 07:30:09 PDT 2009,"At jacon, waiting for things to get crackin!    i am with stan bush an his wife all weekend!  Should be fun!!!  YOU GOT THE TOUCH!"
Positive,Mon Jun 01 15:11:14 PDT 2009,I want cookies 
Negative,Wed Jun 17 00:02:28 PDT 2009,Trying to download iPhone 3.0 but it ain't happening!! 
Negative,Sun Jun 07 19:58:03 PDT 2009,@SongzYuuup Sooo mad i couldnt see you perform 2night!! 
Negative,Fri Jun 05 14:44:19 PDT 2009,"Okayyy--productive teen library board mtg, but where the &amp;*^$ were half of them???  They're usually so good at giving a heads-up! "
Positive,Mon Jun 01 15:47:28 PDT 2009,@HannahKeating thanks I loved it! Coke=amazing. Pick a day to come play inside the museum with me. We get in free 
Positive,Sun May 31 09:45:37 PDT 2009,I'm a happily ever after girl  dont ask whyy
Positive,Sat Jun 06 15:20:14 PDT 2009,Let's help @TrueCyrusFans get to 250 followers 
Negative,Wed Jun 17 07:50:40 PDT 2009,Kev threw up in the middle of the night. I got lil sleep. And we smell 
Positive,Mon Jun 15 17:11:25 PDT 2009,@fpugirl just a non-famous down to earth persons blog. Just a dose of real life. 
Negative,Wed Jun 17 16:56:18 PDT 2009,"@michaels_feed going good. I have a day off from work, and wanted to go for a ride, but hasn't stopped raining all morning  see my link?"
Positive,Mon Apr 20 23:15:59 PDT 2009,@slicKGilchrist LOL!!!! that is hilarious! well u just gotta flex ur intellect skills w/ur 140 char! 
Negative,Thu May 14 00:09:08 PDT 2009,@PDXsays Thnks! Sometimes solutions too simple to see right away huh? ps- Did I miss you at #pdxcc09 ?  
Negative,Tue Jun 16 12:50:39 PDT 2009,I hate when I get stuck in a small feature. Small things tend to be the most complex ones. 
Negative,Tue Jun 16 21:26:17 PDT 2009,@SlimBurkett @SlimBurkett aww.. well i am sry abt ur accident boo.. and yikes abt Stevie... cuz i got that expensive 4 box disc set.... 
Negative,Fri May 29 21:04:44 PDT 2009,@NathanWhelan i'm so excited for/dreading your last Finer Things Club meeting 
Positive,Sun Apr 19 01:02:30 PDT 2009,@Boogaloo1 aww why not? Morning to you too btw 
Negative,Sun Jun 07 06:50:31 PDT 2009,@JLSFORNUMBER1 I know  cos I think once they follow one person everyone will start harrasing them ! x
Positive,Sat May 30 08:25:26 PDT 2009,@BirchSoaps I'm procrastinating on doing some Wii Fit.  How are you?
