"ID","Gender","Race","Age_at_Release","Residence_PUMA","Gang_Affiliated","Supervision_Risk_Score_First","Supervision_Level_First","Education_Level","Dependents","Prison_Offense","Prison_Years","Prior_Arrest_Episodes_Felony","Prior_Arrest_Episodes_Misd","Prior_Arrest_Episodes_Violent","Prior_Arrest_Episodes_Property","Prior_Arrest_Episodes_Drug","Prior_Arrest_Episodes_PPViolationCharges","Prior_Arrest_Episodes_DVCharges","Prior_Arrest_Episodes_GunCharges","Prior_Conviction_Episodes_Felony","Prior_Conviction_Episodes_Misd","Prior_Conviction_Episodes_Viol","Prior_Conviction_Episodes_Prop","Prior_Conviction_Episodes_Drug","Prior_Conviction_Episodes_PPViolationCharges","Prior_Conviction_Episodes_DomesticViolenceCharges","Prior_Conviction_Episodes_GunCharges","Prior_Revocations_Parole","Prior_Revocations_Probation","Condition_MH_SA","Condition_Cog_Ed","Condition_Other","Violations_ElectronicMonitoring","Violations_Instruction","Violations_FailToReport","Violations_MoveWithoutPermission","Delinquency_Reports","Program_Attendances","Program_UnexcusedAbsences","Residence_Changes","Avg_Days_per_DrugTest","DrugTests_THC_Positive","DrugTests_Cocaine_Positive","DrugTests_Meth_Positive","DrugTests_Other_Positive","Percent_Days_Employed","Jobs_Per_Year","Employment_Exempt","Recidivism_Within_3years","Recidivism_Arrest_Year1","Recidivism_Arrest_Year2","Recidivism_Arrest_Year3","Training_Sample"
124,"M","WHITE","33-37",22,0,10,"Specialized","High School Diploma",0,"Other","Greater than 2 to 3 years",10,5,1,5,2,3,0,1,1,3,1,3,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,3,55.57894737,0,0,0.052631579,0,1,1.383522727,1,1,0,0,1,1
125,"M","WHITE","48 or older",1,0,6,"High","High School Diploma",2,"Property","Greater than 2 to 3 years",10,6,3,5,0,5,0,0,3,4,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,1
126,"M","WHITE","33-37",11,1,10,"Specialized","High School Diploma",3,"Property","Greater than 2 to 3 years",8,6,0,5,1,2,0,0,3,2,0,3,1,1,0,0,0,1,1,0,0,0,1,0,1,0,7,3,3,47.93333333,0.200000003,0,0,0,0.970792768,0.507997218,0,1,0,0,1,1
127,"F","WHITE","38-42",16,NA,6,"High","At least some college",3,"Drug","1-2 years",9,4,1,3,4,3,0,0,3,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,48.55555556,0,0,0,0,1,1.671624714,0,0,0,0,0,1
128,"M","WHITE","48 or older",16,0,5,"High","High School Diploma",1,"Property","More than 3 years",6,4,1,5,0,0,1,0,3,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4,5,0,2,37.32142857,0,0.035714287,0.035714287,0,0.411483254,0.699043062,0,1,0,1,0,1
131,"F","BLACK","43-47",5,NA,8,"Standard","Less than HS diploma",2,"Violent/Non-Sex","1-2 years",1,2,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,40,0,0,0,0,0,0,0,1,0,1,0,1
133,"F","WHITE","48 or older",12,NA,10,"Specialized","At least some college",0,NA,"1-2 years",10,6,1,5,5,3,0,1,3,4,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,10,0,1,81.60869565,0,0,0,0,0.457112413,0.389184869,1,1,0,1,0,1
134,"F","BLACK","33-37",16,NA,8,"Specialized","Less than HS diploma",3,"Property","1-2 years",9,4,0,5,1,5,0,0,3,4,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,10,2,3,19.76,0,0.079999998,0,0,0.74291498,0.73937247,1,0,0,0,0,1
135,"F","WHITE","38-42",23,NA,10,"Specialized","High School Diploma",0,"Drug","More than 3 years",10,6,0,5,1,2,0,0,3,4,0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,1,123.0555556,0,0,0,0,0.296613995,0.16489842,0,1,0,0,1,1
136,"M","WHITE","38-42",16,0,6,"Specialized","High School Diploma",0,NA,"More than 3 years",7,3,0,0,4,5,0,1,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,3,9.752212389,0,0,0,0,1,2.320099819,0,0,0,0,0,0
138,"M","WHITE","33-37",24,0,4,"Standard","High School Diploma",2,"Drug","Less than 1 year",7,6,0,2,4,5,0,1,3,4,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,1,0.976604278,0,1,0,1,0,0
140,"M","WHITE","38-42",22,0,10,"Specialized","Less than HS diploma",0,"Property","Less than 1 year",8,6,1,5,2,5,0,0,3,3,0,3,1,1,0,0,0,0,0,1,0,0,1,0,1,3,0,3,0,68.875,0.125,0,0.125,0,0,0,0,0,0,0,0,0
141,"F","WHITE","43-47",16,NA,9,"Specialized","High School Diploma",3,"Drug","Greater than 2 to 3 years",6,4,0,1,2,4,0,0,3,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,10,3,3,3.152317881,0.022075055,0,0.008830022,0.006622517,1,0.767331933,0,0,0,0,0,1
142,"M","BLACK","33-37",5,0,NA,NA,"High School Diploma",3,"Drug","Less than 1 year",6,4,1,0,5,5,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
144,"M","BLACK","48 or older",8,0,4,NA,"Less than HS diploma",0,"Property","Greater than 2 to 3 years",10,3,0,5,3,5,0,0,3,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.5,0,0,0,0,1,0.952411995,0,0,0,0,0,1
145,"M","WHITE","43-47",14,0,5,"Standard","At least some college",1,"Violent/Non-Sex","More than 3 years",5,6,3,3,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,45.08333333,0,0,0,0,0.924214418,1.350277264,0,1,0,1,0,1
146,"M","WHITE","38-42",17,0,8,"High","High School Diploma",0,"Property","Less than 1 year",10,6,1,5,1,5,0,0,3,3,0,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,1
147,"M","WHITE","33-37",14,0,3,"Standard","At least some college",3,"Drug","Less than 1 year",4,4,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,6,0,0,10.48148148,0,0,0.037037037,0,1,2,0,1,0,0,1,0
148,"F","WHITE","38-42",16,NA,3,"Standard","High School Diploma",0,"Property","Less than 1 year",10,3,1,5,0,5,0,0,3,2,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,13.3902439,0,0,0,0,0,0,1,1,0,1,0,1
149,"M","BLACK","28-32",8,0,7,"High","High School Diploma",1,NA,"More than 3 years",10,6,0,0,5,4,0,1,3,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,2,75.90909091,0,0,0,0,1,1.749700599,0,0,0,0,0,1
151,"M","BLACK","33-37",4,1,5,"Standard","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",6,5,2,2,2,5,0,0,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,4,4,0,0,NA,0.25,0,0,0,0,0,0,0,0,0,0,1
152,"M","BLACK","33-37",4,0,4,"Standard","High School Diploma",0,"Drug","More than 3 years",3,0,0,0,2,1,0,1,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,NA,0.050000001,0,0,0,NA,NA,0,0,0,0,0,1
153,"M","BLACK","48 or older",4,0,2,"Specialized","Less than HS diploma",0,"Property","More than 3 years",10,6,2,5,1,5,0,0,3,2,1,3,0,0,0,0,0,0,1,1,0,1,0,1,1,3,0,0,0,17.3,0.050000001,0,0,0,0.329479769,1,0,0,0,0,0,1
155,"M","BLACK","38-42",4,1,5,"High","High School Diploma",3,"Other","Less than 1 year",7,6,3,2,2,5,1,1,3,4,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,10,3,0,70.2,0.200000003,0.400000006,0,0,0.555555556,2,0,1,0,1,0,1
156,"M","WHITE","33-37",4,0,5,"Standard","High School Diploma",3,"Drug","Less than 1 year",8,6,3,3,3,5,0,1,2,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
157,"M","WHITE","48 or older",3,0,7,"High","Less than HS diploma",3,"Property","1-2 years",10,6,2,3,0,5,0,0,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246.4,0,0,0,0,0.995941558,0.296469156,0,0,0,0,0,0
158,"M","BLACK","48 or older",4,0,3,NA,"High School Diploma",3,"Property","Greater than 2 to 3 years",10,6,3,5,2,5,0,0,3,4,1,3,0,1,0,0,0,0,1,1,0,0,1,1,1,1,10,1,0,208.75,0,0,0,0,1,1.312275449,0,1,0,1,0,1
159,"M","BLACK","33-37",5,1,8,"High","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",7,1,2,1,1,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,10,0,0,34.37931034,0.068965517,0,0,0,0.037111334,0.366349047,0,1,0,0,1,0
162,"M","BLACK","43-47",6,0,2,"Standard","At least some college",3,"Drug","Less than 1 year",3,6,2,0,4,1,0,1,1,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.375,0,0,0,0,0.406779661,1,0,0,0,0,0,1
164,"F","WHITE","33-37",23,NA,3,"Standard","At least some college",2,"Property","Less than 1 year",10,6,0,5,2,4,0,0,3,4,0,3,0,1,0,0,0,0,1,0,0,0,1,1,1,4,10,0,0,17.86363636,0,0.045454547,0,0,0.544529262,1.858778626,0,1,0,0,1,1
165,"M","BLACK","28-32",12,1,10,"Specialized","High School Diploma",0,"Property","1-2 years",10,3,0,5,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,1,36.33333333,0.111111112,0,0,0,0.180428135,2,0,1,0,1,0,0
166,"M","WHITE","43-47",12,0,6,"Standard","High School Diploma",2,NA,"1-2 years",10,6,0,2,5,5,0,1,3,4,0,2,2,1,0,1,0,1,1,1,1,0,0,0,0,4,1,0,0,119,0.142857149,0,0.142857149,0,0,0,0,1,0,1,0,1
167,"M","BLACK","33-37",12,1,6,"Specialized","High School Diploma",3,"Other","1-2 years",8,6,2,0,3,5,0,1,3,4,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,4,6,2,1,141.1666667,0,0,0,0,0.309327037,0.431227863,0,1,0,0,1,0
168,"M","BLACK","48 or older",14,0,2,"Standard","High School Diploma",2,"Other","Less than 1 year",4,6,0,0,0,3,0,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47.7,0,0,0,0,0,0,0,1,0,0,1,1
170,"M","WHITE","48 or older",2,0,8,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",10,3,3,5,1,3,0,1,3,3,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,15.22222222,0,0,0,0,0.839416058,1.777372263,0,1,0,1,0,1
171,"M","WHITE","38-42",11,0,5,"Standard","High School Diploma",3,"Drug","Less than 1 year",9,6,1,4,5,3,1,1,3,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,62.14285714,0,0,0,0,1,3.35862069,0,1,0,1,0,0
172,"M","BLACK","38-42",6,0,4,"Standard","At least some college",1,"Other","Less than 1 year",7,5,1,2,3,5,0,0,2,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,62.8,0,0,0,0,0,0,0,1,0,1,0,1
173,"M","BLACK","28-32",4,0,6,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",9,6,2,5,0,5,1,0,3,4,1,3,0,0,1,0,0,0,1,0,1,1,1,0,0,4,5,0,3,101.375,0.125,0,0,0,0.950678175,0.450369914,1,1,0,0,1,1
174,"M","WHITE","38-42",16,0,4,"Standard","High School Diploma",0,"Violent/Non-Sex","1-2 years",4,6,3,0,1,4,1,0,3,4,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,6,0,0,32.83333333,0,0,0,0,0,0,0,1,0,1,0,1
175,"M","BLACK","48 or older",4,0,6,"High","High School Diploma",3,"Violent/Non-Sex","Greater than 2 to 3 years",8,6,2,5,1,5,0,0,3,4,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,17.97183099,0,0,0,0,0.145768025,0.286246082,1,0,0,0,0,0
176,"F","WHITE","33-37",3,NA,10,"Specialized","At least some college",3,"Property","1-2 years",10,2,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,1,1,1,0,0,0,0,0,4,7,0,3,NA,0.059999999,0.059999999,0,0.039999999,0,NA,0,0,0,0,0,1
178,"M","BLACK","23-27",4,1,6,"High","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0
179,"M","WHITE","38-42",4,0,9,"Specialized","Less than HS diploma",2,"Property","Greater than 2 to 3 years",8,6,2,5,3,3,1,1,3,3,1,3,2,1,0,1,0,0,1,1,0,0,0,0,0,3,6,0,1,92.6,0,0,0,0,0.792656587,1.183315335,0,0,0,0,0,0
180,"M","BLACK","43-47",4,0,3,NA,"Less than HS diploma",0,"Property","Less than 1 year",10,6,0,5,0,5,0,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.5,0,0,0,0,0.755162242,2,0,1,0,0,1,1
183,"M","WHITE","28-32",12,0,8,"High","At least some college",1,"Violent/Non-Sex","1-2 years",8,6,1,0,5,4,1,0,3,2,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,115.7142857,0,0,0,0,0,0,0,0,0,0,0,1
186,"M","BLACK","33-37",4,0,9,"Specialized","Less than HS diploma",0,NA,"More than 3 years",10,6,0,0,5,5,0,1,2,4,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,9,3,2,173.7777778,0.222222224,0,0,0,0.425191816,0.700607417,0,1,0,0,1,1
188,"F","WHITE","28-32",16,NA,10,"Standard","High School Diploma",1,"Drug","Less than 1 year",10,3,0,3,3,5,0,1,3,3,1,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,1,1.892487047,0,1,0,0,1,1
189,"M","BLACK","33-37",6,1,7,"High","High School Diploma",3,"Other","Less than 1 year",10,6,1,5,5,5,1,1,2,4,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,6,0,1,19,0.100000001,0,0,0,1,2,0,0,0,0,0,1
190,"M","BLACK","38-42",4,0,8,"High","High School Diploma",2,"Drug","1-2 years",9,6,0,1,5,4,0,1,3,4,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,83.33333333,0,0,0,0,1,2.1915,0,1,0,0,1,1
192,"M","BLACK","38-42",4,0,6,"Specialized","Less than HS diploma",3,"Violent/Non-Sex","More than 3 years",10,6,3,5,1,5,0,0,3,4,1,3,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,96,0,0,0,0,0,0,0,1,0,1,0,1
194,"M","WHITE","48 or older",16,0,5,"Standard","Less than HS diploma",1,"Property","Greater than 2 to 3 years",10,6,1,5,1,5,1,0,3,4,0,3,1,1,0,0,0,1,1,1,1,0,0,0,0,0,6,0,1,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,1
196,"F","WHITE","43-47",16,NA,5,"Standard","High School Diploma",2,"Property","Less than 1 year",0,6,0,4,0,2,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,86.33333333,0,0,0,0,0.459459459,1,1,0,0,0,0,1
198,"F","WHITE","38-42",17,NA,4,"Standard","High School Diploma",0,"Drug","More than 3 years",6,6,0,3,4,5,0,0,0,4,0,2,2,1,0,0,0,0,1,1,0,0,0,0,1,1,10,0,3,37.78571429,0,0,0,0,0.224952741,0.460302457,0,0,0,0,0,0
199,"F","WHITE","43-47",4,NA,5,"Standard","At least some college",0,NA,"More than 3 years",9,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0.768055556,0.507291667,0,0,0,0,0,1
201,"F","WHITE","43-47",14,NA,6,"High","Less than HS diploma",3,"Property","Less than 1 year",8,6,0,3,5,5,0,0,1,2,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
202,"M","BLACK","33-37",16,0,10,"Specialized","High School Diploma",3,"Other","Greater than 2 to 3 years",10,4,2,3,5,5,0,1,3,4,1,3,2,1,0,1,0,0,1,1,0,0,0,0,0,4,3,0,2,182.8571429,0.142857149,0,0,0,0.15546875,0.285351563,0,0,0,0,0,1
203,"M","WHITE","38-42",4,0,4,"Standard","High School Diploma",3,"Property","1-2 years",8,5,0,5,0,4,0,0,3,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0.993939394,0.442727273,0,0,0,0,0,1
204,"F","WHITE","48 or older",16,NA,3,"Standard","At least some college",1,NA,"Less than 1 year",5,4,1,1,3,2,0,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0.100000001,0,0,0,1,0,0,0,0,1
205,"M","WHITE","48 or older",6,0,5,"Standard","High School Diploma",1,"Drug","1-2 years",6,6,1,1,4,5,0,1,3,3,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,20.2,0,0,0.200000003,0,1,1,0,0,0,0,0,1
207,"M","WHITE","48 or older",18,0,6,"High","High School Diploma",1,NA,"1-2 years",7,0,1,0,3,1,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,196.6666667,0,0,0,0,1,1.238135593,0,0,0,0,0,1
209,"M","WHITE","33-37",10,0,NA,"Specialized","High School Diploma",0,"Violent/Non-Sex","More than 3 years",9,6,3,1,5,5,0,0,3,4,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,18.4,0,0,0,0,0,0,0,0,0,0,0,0
210,"M","BLACK","33-37",3,0,5,"Standard","Less than HS diploma",1,NA,"More than 3 years",4,6,2,0,5,1,0,0,3,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
211,"M","BLACK","33-37",5,0,7,"High","Less than HS diploma",3,NA,"1-2 years",5,0,0,1,3,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,0,0,1,0,0,0,10,2,0,21.41666667,0.166666672,0,0,0,1,1,0,0,0,0,0,0
212,"M","BLACK","38-42",5,0,3,"Standard","High School Diploma",3,"Drug","Less than 1 year",3,1,0,0,3,1,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,35.86363636,0,0.045454547,0,0,0.998732573,0.462927757,0,0,0,0,0,1
213,"M","BLACK","43-47",3,0,2,"Standard","Less than HS diploma",1,"Property","Less than 1 year",10,3,0,5,0,5,0,0,3,2,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,4,6,0,0,84.75,0,0,0,0,0,0,0,0,0,0,0,1
214,"M","WHITE","48 or older",3,0,6,"Standard","High School Diploma",0,"Drug","Less than 1 year",10,6,0,5,4,5,0,0,3,3,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.72,0.039999999,0,0,0,0,0,0,0,0,0,0,0
215,"M","BLACK","43-47",8,0,7,"Specialized","At least some college",2,"Violent/Non-Sex","More than 3 years",6,3,3,3,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,182.4285714,0,0,0,0,1,0.858065779,0,0,0,0,0,1
216,"M","WHITE","43-47",14,0,7,"High","At least some college",1,"Property","Greater than 2 to 3 years",10,3,1,4,2,5,0,0,3,3,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,61.8,0,0,0,0,0.996763754,0.295509709,0,0,0,0,0,0
217,"M","BLACK","38-42",21,0,4,"Standard","At least some college",1,"Property","1-2 years",10,6,2,5,0,3,0,0,2,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0
218,"M","BLACK","48 or older",4,0,4,"High","Less than HS diploma",3,"Violent/Non-Sex","1-2 years",10,2,3,5,3,5,0,0,2,2,1,3,0,1,0,0,0,0,1,1,0,0,1,1,1,4,10,1,0,96.2,0.200000003,0,0,0,0.997920998,0.759355509,1,1,0,1,0,1
220,"M","BLACK","33-37",4,1,6,"Standard","High School Diploma",3,"Violent/Non-Sex","More than 3 years",8,5,3,2,5,3,1,0,3,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,1,71.88888889,0.111111112,0,0,0,0.564142195,0.564528594,1,1,0,1,0,1
222,"M","BLACK","48 or older",14,0,5,"Standard","Less than HS diploma",2,"Other","Greater than 2 to 3 years",10,6,1,5,5,5,0,1,3,4,0,3,2,1,0,0,0,0,1,0,0,1,0,0,0,4,2,2,0,43.27272727,0,0.181818187,0,0,0,0,0,0,0,0,0,0
223,"M","BLACK","48 or older",14,0,4,NA,"High School Diploma",0,"Property","1-2 years",5,4,0,4,1,3,0,0,3,3,0,3,1,1,0,0,0,0,1,0,0,0,1,0,1,4,0,0,2,173.8,0,0,0,0,0.86306099,0.420310702,1,0,0,0,0,1
224,"F","WHITE","43-47",12,NA,5,NA,"High School Diploma",0,"Property","1-2 years",10,6,3,1,4,5,1,0,3,4,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,3,3,NA,NA,NA,NA,NA,0.705069124,1.683179724,1,1,0,1,0,1
225,"M","WHITE","28-32",3,0,5,"Standard","High School Diploma",1,"Property","Less than 1 year",10,6,0,5,1,5,0,0,3,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,37.1,0,0,0,0,0,0,1,1,0,0,1,1
226,"M","WHITE","33-37",17,0,6,"Standard","Less than HS diploma",1,"Other","1-2 years",9,6,3,1,2,5,1,1,2,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,4,10,3,2,24.64102564,0.025641026,0,0.051282052,0.025641026,0,0,0,1,0,1,0,1
227,"M","WHITE","48 or older",6,0,7,"High","At least some college",0,"Property","Greater than 2 to 3 years",10,4,2,5,3,5,0,0,3,1,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,71.75,0,0,0,0,1,2,0,0,0,0,0,1
229,"M","WHITE","38-42",9,0,8,"High","High School Diploma",0,"Property","1-2 years",10,6,0,5,1,5,0,0,3,4,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,10,0,0,12.34375,0,0,0,0,0.453164557,4.623417722,0,0,0,0,0,1
230,"M","WHITE","33-37",4,0,6,"High","Less than HS diploma",3,"Property","1-2 years",3,4,0,3,1,1,0,0,3,3,1,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,5,0,0,81.8,0,0,0,0,1,1.78606357,0,1,0,1,0,1
232,"M","BLACK","48 or older",20,0,4,"Specialized","Less than HS diploma",2,"Violent/Non-Sex","More than 3 years",10,5,1,5,4,2,0,0,2,3,0,3,2,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0
233,"M","BLACK","33-37",5,0,9,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",5,1,2,0,3,2,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,10,3,0,40.82926829,0.048780486,0.048780486,0,0,0.654719235,0.218189964,1,0,0,0,0,0
236,"M","WHITE","43-47",14,0,10,"Specialized","High School Diploma",0,"Property","More than 3 years",10,5,1,5,1,5,0,0,3,2,0,3,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0,1,0.875899281,0,0,0,0,0,1
238,"M","WHITE","43-47",16,0,7,"High","High School Diploma",3,"Property","More than 3 years",10,6,3,5,0,5,1,0,3,4,1,3,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,NA,0,0.004854369,0,0,0,NA,0,0,0,0,0,1
239,"M","WHITE","38-42",16,0,8,"Standard","High School Diploma",1,"Property","More than 3 years",10,6,3,3,1,5,1,0,3,4,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,2,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
240,"M","BLACK","28-32",4,1,8,"High","High School Diploma",3,NA,"Greater than 2 to 3 years",8,6,3,2,5,5,1,1,2,3,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,3,10,0,0,17.52173913,0.173913047,0,0,0,0.431761787,2.71898263,0,1,0,1,0,1
241,"M","BLACK","33-37",11,0,9,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","Greater than 2 to 3 years",10,6,2,5,5,3,0,0,3,4,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,2,5,2,1,59.85714286,0,0,0,0,0.894988067,0.871718377,0,1,0,0,1,1
244,"M","WHITE","43-47",16,0,7,"Standard","High School Diploma",0,"Property","1-2 years",10,6,0,5,2,5,0,1,3,4,0,3,1,1,0,0,0,0,1,0,0,0,1,1,0,4,10,0,0,12,0.022222223,0,0.022222223,0,0.998148148,0.676388889,1,1,0,0,1,0
245,"M","BLACK","33-37",11,1,1,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","1-2 years",10,6,3,3,3,5,1,1,3,4,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.75,0,0,0,0,0,0,1,1,0,1,0,1
246,"M","WHITE","28-32",3,0,7,"High","At least some college",3,"Property","Greater than 2 to 3 years",10,2,0,5,0,2,0,0,3,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,104,0,0,0,0,1,5,0,1,0,1,0,1
247,"M","WHITE","43-47",9,0,1,NA,"High School Diploma",1,"Drug","Less than 1 year",10,6,2,5,3,4,1,0,3,3,1,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1,36.5,0.100000001,0,0,0,1,2,0,1,0,1,0,1
248,"M","WHITE","48 or older",16,0,5,"Standard","Less than HS diploma",2,NA,"More than 3 years",5,5,0,5,0,4,0,0,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,46.6,0,0,0.050000001,0,0.971030043,0.391899142,0,0,0,0,0,0
249,"M","BLACK","43-47",21,0,7,"High","At least some college",1,"Property","Greater than 2 to 3 years",10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,1
252,"M","BLACK","28-32",12,1,10,"Specialized","High School Diploma",2,"Violent/Non-Sex","More than 3 years",3,3,1,2,0,2,0,0,1,2,1,2,0,1,0,1,0,0,0,1,1,1,0,0,0,4,3,3,1,24.11111111,0.222222224,0,0,0,0.771889401,3.366359447,0,1,0,0,1,1
253,"M","WHITE","38-42",24,0,5,"Specialized","Less than HS diploma",2,NA,"1-2 years",6,6,2,5,0,4,1,0,3,4,1,3,0,1,1,0,0,0,1,0,1,1,1,0,0,4,10,0,0,64.625,0,0,0,0,0,0,1,1,0,1,0,1
